2013-364T12:00:00.000000,  7.70207056281977e+01,  2.33070282552413e+00,  1.90250370486025e+10,  7.70286893023170e+01,  2.33901594473179e+00,  1.90228848018613e+10,  2.57732378986224e+02,  1.19282300833081e+01,  1.90250372427803e+10,  2.57720732304967e+02,  1.19266593569430e+01,  1.90228849960645e+10,  6.34606926922842e+04,  1.26917059362113e+05,  2.22858550683170e-05,  6.34535135699154e+04,  1.26911098639011e+05,  2.22681211947378e-05,  4.89671586934448e-05
2013-365T12:00:00.000000,  7.75781966032758e+01,  3.10862742944305e+00,  1.90256286098260e+10,  7.75862094780927e+01,  3.11683882012011e+00,  1.90234762747162e+10,  2.57740246771683e+02,  1.19293949204912e+01,  1.90256288906101e+10,  2.57728672760047e+02,  1.19277105358924e+01,  1.90234765555160e+10,  6.34626659281269e+04,  1.26920839264750e+05,  2.09607418938473e-05,  6.34554865109922e+04,  1.26915214109719e+05,  2.09431646838880e-05,  4.63038658170794e-05
2014-001T12:00:00.000000,  7.81337317518224e+01,  3.88829647150808e+00,  1.90261860328320e+10,  7.81417745823443e+01,  3.89640265687302e+00,  1.90240336133942e+10,  2.57748061729912e+02,  1.19306366786626e+01,  1.90261864003524e+10,  2.57736564098086e+02,  1.19288391388170e+01,  1.90240339809205e+10,  6.34645252911333e+04,  1.26924392884433e+05,  1.96466586979336e-05,  6.34573455927107e+04,  1.26919100615263e+05,  1.96292375692350e-05,  4.36603005121214e-05
2014-002T12:00:00.000000,  7.86875074410297e+01,  4.66963328986603e+00,  1.90267096090951e+10,  7.86955809373524e+01,  4.67763085379740e+00,  1.90245571093446e+10,  2.57755821384395e+02,  1.19319549390920e+01,  1.90267100634568e+10,  2.57744403801707e+02,  1.19300448348776e+01,  1.90245575637023e+10,  6.34662717535580e+04,  1.26927722304404e+05,  1.83447635290092e-05,  6.34590917872410e+04,  1.26922759954631e+05,  1.83274977644943e-05,  4.10386921495002e-05
2014-003T12:00:00.000000,  7.92397191584699e+01,  5.45256347247300e+00,  1.90271996590933e+10,  7.92478240100076e+01,  5.46044908606082e+00,  1.90250470830165e+10,  2.57763523318285e+02,  1.19333492280430e+01,  1.90272002003762e+10,  2.57752189375422e+02,  1.19313272323760e+01,  1.90250476242856e+10,  6.34679063844005e+04,  1.26930829779148e+05,  1.70561172123735e-05,  6.34607261634863e+04,  1.26926194121003e+05,  1.70390059379471e-05,  3.84412587049995e-05
2014-004T12:00:00.000000,  7.97905627997155e+01,  6.23701416243117e+00,  1.90276565282840e+10,  7.97986997000676e+01,  6.24478459821170e+00,  1.90255038798355e+10,  2.57771165192110e+02,  1.19348190274994e+01,  1.90276571565431e+10,  2.57759918373417e+02,  1.19326858816587e+01,  1.90255045080709e+10,  6.34694303359826e+04,  1.26933717698991e+05,  1.57815747493085e-05,  6.34622498736625e+04,  1.26929405289888e+05,  1.57646169324609e-05,  3.58699768404872e-05
2014-005T12:00:00.000000,  8.03402359476751e+01,  7.02291314992395e+00,  1.90280805810173e+10,  8.03484056135555e+01,  7.03056528167069e+00,  1.90259278641175e+10,  2.57778744749425e+02,  1.19363637877852e+01,  1.90280812962826e+10,  2.57767588421039e+02,  1.19341202841245e+01,  1.90259285793493e+10,  6.34708448236457e+04,  1.26936388550341e+05,  1.45217388329006e-05,  6.34636641329966e+04,  1.26932395790875e+05,  1.45049333006151e-05,  3.33264104121012e-05
2014-006T12:00:00.000000,  8.08889386387698e+01,  7.81018818037749e+00,  1.90284721941480e+10,  8.08971418196987e+01,  7.81771897181408e+00,  1.90263194126813e+10,  2.57786259812056e+02,  1.19379829386242e+01,  1.90284729964245e+10,  2.57775197225009e+02,  1.19356299043959e+01,  1.90263202149144e+10,  6.34721511044419e+04,  1.26938844879150e+05,  1.32769806808089e-05,  6.34649701984208e+04,  1.26935168068111e+05,  1.32603261479327e-05,  3.08116526005097e-05
2014-007T12:00:00.000000,  8.14368734786480e+01,  8.59876670707023e+00,  1.90288317517929e+10,  8.14451109580517e+01,  8.60617319542982e+00,  1.90266789096067e+10,  2.57793708269559e+02,  1.19396758967972e+01,  1.90288326410602e+10,  2.57782742572445e+02,  1.19372141820736e+01,  1.90266797988207e+10,  6.34733504596466e+04,  1.26941089264691e+05,  1.20475018146237e-05,  6.34661693510872e+04,  1.26937724641740e+05,  1.20309969128060e-05,  2.83263787753120e-05
2014-008T12:00:00.000000,  8.19842453598672e+01,  9.38857603623627e+00,  1.90291596418470e+10,  8.19925179505190e+01,  9.39585531581918e+00,  1.90270067427511e+10,  2.57801088067409e+02,  1.19414420703419e+01,  1.90291606180595e+10,  2.57790222322443e+02,  1.19388725406865e+01,  1.90270077189004e+10,  6.34744441831389e+04,  1.26943124303758e+05,  1.08334031417978e-05,  6.34672628847492e+04,  1.26940068076015e+05,  1.08170464427869e-05,  2.58709624868442e-05
2014-009T12:00:00.000000,  8.25312611387553e+01,  1.01795436074641e+01,  1.90294562541311e+10,  8.25395696756929e+01,  1.01866928160147e+01,  1.90273033018972e+10,  2.57808397196622e+02,  1.19432808602334e+01,  1.90294573172178e+10,  2.57797634394813e+02,  1.19406043932044e+01,  1.90273043649106e+10,  6.34754335752206e+04,  1.26944952603459e+05,  9.63473951574939e-06,  6.34682520995814e+04,  1.26942200959027e+05,  9.61852954734455e-06,  2.34455993514006e-05
2014-010T12:00:00.000000,  8.30781295043132e+01,  1.09715972022599e+01,  1.90297219796811e+10,  8.30864748374084e+01,  1.09786135108452e+01,  1.90275689780424e+10,  2.57815633685701e+02,  1.19451916606435e+01,  1.90297231295456e+10,  2.57804976759239e+02,  1.19424091447126e+01,  1.90275701278238e+10,  6.34763199402470e+04,  1.26946576778650e+05,  8.45155340353451e-06,  6.34691382998114e+04,  1.26944125891805e+05,  8.43548865933134e-06,  2.10504037273904e-05
2014-011T12:00:00.000000,  8.36250610537012e+01,  1.17646650185293e+01,  1.90299572106706e+10,  8.36334440409135e+01,  1.17715456243646e+01,  1.90278041633218e+10,  2.57822795594704e+02,  1.19471738586041e+01,  1.90299584471911e+10,  2.57812247426381e+02,  1.19442861932698e+01,  1.90278053997493e+10,  6.34771045863688e+04,  1.26947999452889e+05,  7.28389106076293e-06,  6.34699227934607e+04,  1.26945845483780e+05,  7.26797000577843e-06,  1.86854683417731e-05
2014-012T12:00:00.000000,  8.41722684861077e+01,  1.25586756762025e+01,  1.90301623405970e+10,  8.41806899876300e+01,  1.25654177974489e+01,  1.90280092511939e+10,  2.57829881010761e+02,  1.19492268335339e+01,  1.90301636636267e+10,  2.57819444441135e+02,  1.19462349298553e+01,  1.90280105741206e+10,  6.34777888261519e+04,  1.26949223259985e+05,  6.13180786238704e-06,  6.34706068929657e+04,  1.26947362352788e+05,  6.11602893644889e-06,  1.63508932395378e-05
2014-013T12:00:00.000000,  8.47199668377960e+01,  1.33535582001066e+01,  1.90303377645327e+10,  8.47284277108640e+01,  1.33601590717465e+01,  1.90281846366919e+10,  2.57836888044402e+02,  1.19513499567990e+01,  1.90303391738993e+10,  2.57826565877568e+02,  1.19482547379945e+01,  1.90281860459455e+10,  6.34783739774159e+04,  1.26950250845075e+05,  4.99536885782729e-06,  6.34711919160151e+04,  1.26948679125965e+05,  4.97973047800206e-06,  1.40467959082216e-05
2014-014T12:00:00.000000,  8.52683737666438e+01,  1.41492419815734e+01,  1.90304838793754e+10,  8.52768748606299e+01,  1.41556988517670e+01,  1.90283307166739e+10,  2.57843814826224e+02,  1.19535425912937e+01,  1.90304853748815e+10,  2.57833609834905e+02,  1.19503449933421e+01,  1.90283322120571e+10,  6.34788613640689e+04,  1.26951084867001e+05,  3.87464867566877e-06,  6.34716791863854e+04,  1.26949798441350e+05,  3.85914923838764e-06,  1.17733133338285e-05
2014-015T12:00:00.000000,  8.58177099154404e+01,  1.49456566815400e+01,  1.90306010841123e+10,  8.58262520668869e+01,  1.49519668081966e+01,  1.90284478900874e+10,  2.57850659503655e+02,  1.19558040909488e+01,  1.90306026655354e+10,  2.57840574434016e+02,  1.19525050632837e+01,  1.90284494713778e+10,  6.34792523169889e+04,  1.26951728000343e+05,  2.76973287398590e-06,  6.34720700348218e+04,  1.26950722949684e+05,  2.75437075707274e-06,  9.53060318186900e-06
2014-016T12:00:00.000000,  8.63681993573844e+01,  1.57427320789202e+01,  1.90306897801440e+10,  8.63767833847583e+01,  1.57488927264707e+01,  1.90285365582929e+10,  2.57857420237790e+02,  1.19581338000670e+01,  1.90306914472368e+10,  2.57847457814106e+02,  1.19547343064938e+01,  1.90285382252430e+10,  6.34795481751047e+04,  1.26952182937682e+05,  1.68072118727046e-06,  6.34723658001192e+04,  1.26951455316484e+05,  1.66549475177841e-06,  7.31884757087201e-06
2014-017T12:00:00.000000,  8.69200700858832e+01,  1.65403978958178e+01,  1.90307503717116e+10,  8.69286967839813e+01,  1.65464063323163e+01,  1.90285971254908e+10,  2.57864095200394e+02,  1.19605310524278e+01,  1.90307521242016e+10,  2.57854258129483e+02,  1.19570320723528e+01,  1.90285988778284e+10,  6.34797502868187e+04,  1.26952452393591e+05,  6.07732022700206e-07,  6.34725678305449e+04,  1.26951998224020e+05,  5.92639614426744e-07,  5.13825995361557e-06
2014-018T12:00:00.000000,  8.74735545185671e+01,  1.73385836153818e+01,  1.90307832664431e+10,  8.74822246526006e+01,  1.73444371100837e+01,  1.90286299992685e+10,  2.57870682571203e+02,  1.19629951701638e+01,  1.90307851040334e+10,  2.57860973546454e+02,  1.19593977001494e+01,  1.90286318366963e+10,  6.34798600118324e+04,  1.26952539108396e+05, -4.49092912170846e-07,  6.34726774856640e+04,  1.26952354374766e+05, -4.64052961468182e-07,  2.98909378210458e-06
2014-019T12:00:00.000000,  8.80288900240296e+01,  1.81372182710818e+01,  1.90307888760124e+10,  8.80376043234383e+01,  1.81429140925606e+01,  1.90286355912580e+10,  2.57877180535572e+02,  1.19655254624590e+01,  1.90307907983809e+10,  2.57867602240501e+02,  1.19618305180486e+01,  1.90286375134544e+10,  6.34798787233413e+04,  1.26952445853114e+05, -1.48958479259429e-06,  6.34726961385334e+04,  1.26952526495337e+05, -1.50441416555228e-06,  8.71651032175987e-07
2014-020T12:00:00.000000,  8.85863195043289e+01,  1.89362302092454e+01,  1.90307676168812e+10,  8.85950786563091e+01,  1.89417656239808e+01,  1.90286143178794e+10,  2.57883587282425e+02,  1.19681212241250e+01,  1.90307696236814e+10,  2.57874142393782e+02,  1.19643298418661e+01,  1.90286163244977e+10,  6.34798078105127e+04,  1.26952175434768e+05, -2.51354489665108e-06,  6.34726251781805e+04,  1.26952517340302e+05, -2.52824528984749e-06, -1.21371073342160e-06
2014-021T12:00:00.000000,  8.91460919940345e+01,  1.97355468238052e+01,  1.90307199111088e+10,  8.91548966366299e+01,  1.97409190950741e+01,  1.90285666011492e+10,  2.57889901002327e+02,  1.19707817340657e+01,  1.90307220019696e+10,  2.57880592192993e+02,  1.19668949737084e+01,  1.90285686918183e+10,  6.34796486811846e+04,  1.26951730702221e+05, -3.52074205625064e-06,  6.34724660123010e+04,  1.26952329698205e+05, -3.53531518043030e-06, -3.26657258176846e-06
2014-022T12:00:00.000000,  8.97084632308577e+01,  2.05350943248263e+01,  1.90306461872425e+10,  8.97173139453026e+01,  2.05403007117386e+01,  1.90284928695713e+10,  2.57896119885466e+02,  1.19735062535437e+01,  1.90306483617683e+10,  2.57886949827410e+02,  1.19695252005195e+01,  1.90284950438957e+10,  6.34794027648372e+04,  1.26951114553034e+05, -4.51090850406034e-06,  6.34722200702304e+04,  1.26951966396213e+05, -4.52535608400817e-06, -5.28644756527028e-06
2014-023T12:00:00.000000,  9.02736961585913e+01,  2.13347975305071e+01,  1.90305468813644e+10,  9.02825934604838e+01,  2.13398352872241e+01,  1.90283935591835e+10,  2.57902242119431e+02,  1.19762940240267e+01,  1.90305491391351e+10,  2.57893213486912e+02,  1.19722197924929e+01,  1.90283958167430e+10,  6.34790715160834e+04,  1.26950329941928e+05, -5.48373157695674e-06,  6.34718888064339e+04,  1.26951430307150e+05, -5.49805535095781e-06, -7.27276930632702e-06
2014-024T12:00:00.000000,  9.08420614130175e+01,  2.21345796743271e+01,  1.90304224384338e+10,  9.08510057419418e+01,  2.21394460499148e+01,  1.90282691148998e+10,  2.57908265886962e+02,  1.19791442642639e+01,  1.90304247790048e+10,  2.57899381359765e+02,  1.19749780011822e+01,  1.90282714552500e+10,  6.34786564191479e+04,  1.26949379892766e+05, -6.43883876726008e-06,  6.34714737049850e+04,  1.26950724356711e+05, -6.45304048647243e-06, -9.22487103020001e-06
2014-025T12:00:00.000000,  9.14138377913798e+01,  2.29343622043193e+01,  1.90302733141186e+10,  9.14228294989203e+01,  2.29390544443398e+01,  1.90281199923416e+10,  2.57914189364409e+02,  1.19820561661828e+01,  1.90302757370210e+10,  2.57905451630195e+02,  1.19777990569992e+01,  1.90281224150136e+10,  6.34781589939750e+04,  1.26948267513752e+05, -7.37577499866417e-06,  6.34709762856731e+04,  1.26949851533771e+05, -7.38985642734246e-06, -1.11419512761450e-05
2014-026T12:00:00.000000,  9.19893126308558e+01,  2.37340646976345e+01,  1.90300999772946e+10,  9.19983519677009e+01,  2.37385800493489e+01,  1.90279466603370e+10,  2.57920010722399e+02,  1.19850288893208e+01,  1.90301024820353e+10,  2.57911422476171e+02,  1.19806821656689e+01,  1.90279491648377e+10,  6.34775808045664e+04,  1.26946996017575e+05, -8.29397460497078e-06,  6.34703981123400e+04,  1.26948814903915e+05, -8.30793752323436e-06, -1.30230267711750e-05
